,userID,text,state_code,party
1490,11378,"rt : under trump plan , top 0.1 % of taxpayers would get more tax relief than the bottom 60 percent of taxpayers combined . ht…rt : live fact-check : clinton mostly right on trump climate change hoax line . it makes you a tax evader . it makes you a tax evader .",KY,D
1491,11387,"hey i thought you were the moderator for tonight . do n't you want to , idk , moderate ? # debatenight # debate # debates2016hey i thought you were the moderator for tonight . do n't you want to , idk , moderate ? # debatenight # debate # debates2016",NM,D
1492,11402,"rt : `` she has tremendous hatred in her heart ... . '' i am now , what , speechless , beyond outraged . stay calm w… his tone of voice when he says it suggests he 's pandering to his anti-semetic base , right ? grossrt : hill got all the receipts . # debates2016rt : it 's not locker room talk , it 's sexual assault . we ca n't let someone who does n't know the difference in the white h… rt : this man is standing on this stage and threatening her.rt : we will talk about issues like , um , governing , right ? # debatert _fisher : political candidate promising to direct the state to imprison his rival if he wins this is what happens in dictatorships.…rt : trump : muslims need to start reporting on muslims . p.s . so ... who 's reporting on these guys ? p.s . so ... who 's reporting on these guys ? this is what happens in dictatorships.…rt : we will talk about issues like , um , governing , right ? # debatert : this man is standing on this stage and threatening her.rt : it 's not locker room talk , it 's sexual assault . we ca n't let someone who does n't know the difference in the white house . # toxict…rt : hill got all the receipts . # debates2016rt : experts : trump 's economic plan uses `` magical thinking , '' would shrink the economy , and start a trade war says the man behind trump university.rt : experts : trump 's economic plan uses `` magical thinking , '' would shrink the economy , and start a trade war says the man behind trump university .",ME,D
1493,11408,rt : just a few of my scholars practicing `` reading to self '' after library this week ! ❤️📖📚🙌🏻,KS,R
1495,11418,they been in office 8 yrs why ca n't she stop cyber attacks .she should of stopped the cyber attacks secretary of state they been in office 8 yrs why ca n't she stop cyber attacks .she should of stopped the cyber attacks secretary of state,KY,R
1497,11440,"so ready for this ! hillary 's going to be on 🔥🔥 ! ! rt : watch live : hillary takes the stage for the first presidential debate → he ca n't help himself.rt : he just lost the 400 lb . people vote.rt : trump is sniffing like that guy in die hard who thought he could negotiate with hans . trump has done a great job of say absolutely nothing , all night.damn it , trump , you did support the war . you did ! stop lying ! ! ! # debatenight # imwithherrt : a man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes . # debatenightrt : donald trump says he has better temperament than hillary clinton . fact check : he is donald trump . # debatert : `` i hope the fact-checkers are turning up the volume . donald trump supported the invasion of iraq.” fact check : he is donald trump . # debatert : a man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes . # debatenightdamn it , trump , you did support the war . you did ! stop lying ! ! ! # debatenight # imwithher trump has done a great job of say absolutely nothing , all night.rt : trump is sniffing like that guy in die hard who thought he could negotiate with hans.rt : he just lost the 400 lb . people vote.rt : there donald goes dissing overweight people . he ca n't help himself.rt : no `` birth certificate '' scare until we got a black president . no `` health '' scare until a woman . and no tax returns from a c… yes ! ! he gives no facts , plans , numbers ... nothing.rt : he just keeps saying the same general thing over and over again . # debates2016rt _pr : # debatenight fact assault = a conscious , malicious choice # debate so this ! ! trump does n't care about the truth . in fact , he doesn '' t know how to tell the truth.rt : great question `` how do you keep insurance companies from turning away people with a pre existing condit… and of course trump did n't answer the question.rt : dt `` muslims have to report the problems as we see them . '' well , she should report one right now . # debates his racism and ignorance alone , should disqualify him . muslims report things all the time.rt : hrc 's intellect is fierce . donald is outclassed here . heavyweight verse featherweight . # debates you said it perfectly ! ! trump is so far out of his league . everytime he opens his mouth he shows his ignorance.rt : oops . # debates assault = a conscious , malicious choice # debatert : regarding clinton laughing at 12-year-old rape victim : this claim has been found incorrect by multiple fact-checkers pence : okay . trump : will you defend anythin… pence has n't been able to defennd one single thing ! ! ! speaks volumes that his own running mate ca n't white wash him . damn , tim kaine just addressed this . you 're ahead of the game ... and so right.rt : plot twist : kaine has been setting him up the whole time ! ! # vpdebate tim kaine had a brilliant plan going into this . will my being a strong hillary/kaine supporter get me a tweet fave ? 😜rt : dt 's business dealings with russia represent a threat to this country . that 's why he wo n't release his taxes . he would… you took the words out of my mouth . and pence saying putin is a better leader , too , just reaffirms the threat . you know trump is pissed that pence has n't defended him at all . 😂 is laying out the clinton foundation facts and trump foundation facts , brilliantly . yes ! ! ! rt : clinton built the toughest sanctions in history on iran . trump may have violated them . https…rt : pence is doing his best to try to match the fibs & amp ; distortions trump threw out in the first debate . this is true.… layed it all out beautifully ! ! rt : minute 2:37 or just watch the whole thing .",CO,D
1498,11452,watching the debate at the campus . cyber security takes main stage and students say `` here we go ! '' # debate2016 # debatenightrt : watching # debatenight like,SD,R
1502,11496,rt : i hear people saying trump ca n't stop sniffing because he 's a cocaine addict.rt : this is like watching a presidential candidate get yelled at by a guy from a reality tv show.rt : trump camp deleting tweets in real-time,NC,R
1503,11504,just posted a photo i thought i 'd be the example of what i want to… i thought i 'd be the example of what i want to…,CO,D
1505,11506,rt : they gave donald the sniffle mic again . r i g g e d ! # debate2016rt : they gave donald the sniffle mic again . r i g g e d ! # debate2016,CT,R
1508,11522,my heart ca n't even take the debate.my heart ca n't even take the debate .,KY,R
1514,11578,"why is trump so shaky and thirsty ? rt : `` in fact i 've written a book about it '' - for millions of americans it was called `` losing their ho…so ... this country is in the worst shape ever yet trump was shocked that he made $ 689 million last year ? # debates2016paying zero federal income tax makes trump `` smart '' he claims . i paid 100k in taxes last year and am proud of that.unbelievable . it makes you a tax evader . it makes you a tax evader . for millions of americans it was called `` losing their ho…rt : `` i never said that . '' —donald trump , who said that . # debatenight how many has donald trump passed ? # debatert : doubling down on `` locker room talk '' ? ! like all men do this ? ! trumps words are an attack on women , this pathetic excuse…rt : trump has gotten one thing right about the economy . # debate how many has donald trump passed ? # debatert : trump does n't know what he 's talking about when it comes to women 's health . he should n't be making the decisions . # deba… . right ? ! trumps hair is so bad it looks like one of those naked blur out things is on it.rt : in 2005 , hillary co-sponsored a bill to raise the minimum wage . trump ... did this .",CO,D
1515,11581,"they 're friends right ? he donated to her last prez campaign.rt : lester holt just texted me asking how i handle the women tell all # debates # savelester agreed . best tweet of the night ! # savelesterrt : `` 650m ... not a lot of money '' `` i have a tremendous income '' # pissingcontest # debates2016 # debatenight # debatenight # savelesterrt : i do n't know if it 's a world record but donald trump has been sued more than 3,500 times over the past 30 years . # debate…rt : many of these lawsuits were filed by working class americans who worked for trump and never got paid.rt : must he fat shame hackers ? # debatesthat face is making 😂 # hillarystemperament # debatenight # savelesterrt : clinton is literally making the face i make when i am arguing with my man & amp ; know im right and about to launch a truth gr…rt : clinton is literally making the face i make when i am arguing with my man & amp ; know im right and about to launch a truth gr…rt : clinton is literally making the face i make when i am arguing with my man & amp ; know im right and about to launch a truth gr…that face is making 😂 # hillarystemperament # debatenight # savelesterrt : must he fat shame hackers ? # debatesrt : many of these lawsuits were filed by working class americans who worked for trump and never got paid.rt : i do n't know if it 's a world record but donald trump has been sued more than 3,500 times over the past 30 years . # debate… # debatenight # savelester agreed . best tweet of the night ! # savelesterrt : lester holt just texted me asking how i handle the women tell all # debates # savelester they 're friends right ? he donated to her last prez campaign . you should moderate the next debate . you would be great at it 😉rt : `` why ca n't they just make it a sneak attack '' he asks , as if he 's a child plotting a pillow fight , not solving a humanita…rt : . sacks eli manning for a 3-yard loss . his third of the year ! # nygvsgb # gopackgo",KS,D
1520,11605,exactly . what about why is it okay for to use the oval office ? ? rt : . is here to talk about the real issues # bigleaguetruth # debates2016,KS,R
1522,11608,glad you are having a blast !,CO,R
1524,11613,rt : this event is an indictment of what american democracy has become . shame on us.rt : this event is an indictment of what american democracy has become . shame on us .,SD,R
1525,11632,"rt : guns do n't shoot african-american men , african-american men shoot african-american men . # debatenightrt : guns do n't shoot african-american men , african-american men shoot african-american men . # debatenightmy internet is back on ! 🙌grab her by the pussy 😂grab her by the pussy 😂my internet is back on ! 🙌",NC,D
1527,11645,"pence needs to get up , punch that jerk kaine square in the mouth and then backhand the bimbo for being a fraud.rt : can we get a count on how many times governor pence has shaken his head ? it 's got ta be at least once every 3 minute… that 's what happens when your opponent is an asshold and the moderator does n't let you get a word in edgewise.…",KS,R
1529,11662,rt : in honor of mo williams retiring,NC,D
1530,11675,"rt : everywhere immigrants have enriched and strengthened the fabric of american life . —john f. kennedy , —john f. kennedy ,",FL,D
1531,11681,squeegeert : did i just have a stroke ? did he just ask if it was okay to call her secretary clinton ? `` this is me not complaining '' '' email '' = drink ! speaking of drinking - is donnie diabetic ? dehydrated ? lot of water moving there rubio ... .my friends would say that 's a lot of money ... rt : did someone say benghazi ? bankruptcy ? cheers ! 🍻,NC,D
1535,11716,"darn , they found themrt : `` record six years of job growth ? '' do n't tell reagan . or bill clinton , for that matter . ahem . # debate2016rt : . : our politicians have done nothing to stop businesses from leaving because of their special interests # deba…rt : . : `` we have come back from the abyss ... we ca n't go back to the policies that have failed us '' # debatenightrt : kudos to lester holt for holding back and letting these two go at it . outstanding exchange on trade , nafta , tpp . # debatert : this is like getting a lobotomy with an egg beaterrt : trump offers less taxation and regulation . hillary promises more of both and will call it `` investment '' and `` fairness '' - amer…rt : . on hillary : `` typical politician ... all talk ... do nothing '' # debatenightrt : . : `` i made a mistake using private email ... i take responsibility '' # debatenightrt : when trump rails against the current system , his numbers go up . 📈 # debatenight # debatenight",NC,R
1536,11719,"new national bloomberg poll just released - thank you ! join the movement : hillary got rich by selling out america to foreign adv…rt : who cares about # obama 's birth certificate ? who cares ? terrorism , immigration , economy.rt : . said has been `` doing this for 30 years '' & amp ; has n't come up with solutions to bring jobs back f…rt : at the debate , i 'll talk about my plan to create jobs and cut taxes for working middle-class families . we must put # am…i just told who i think is winning . cast your vote now ! # debates # nbc4dc",CO,R
1537,11725,rt : truth : we can not understand them when they talk over each other . # vpdebate # timkaine # mikepence,ME,R
1539,11744,rt : tyron woodley vs stephen thompson now official for ufc 205,NC,R
1542,11766,# vpdebate what 's with that right eyebrow ? or a total moron,NC,R
1544,11774,snl is going to hysterically run with that one . where 's honest abe when we need him ? # politicssuck,KS,R
1549,11839,rt _national : # isis supporters are capitalizing on the ny & amp ; nj attacks with a new hashtag campaign . our latest blog & gt ; & gt ;,NJ,D
1550,11861,all i have to say is # wrongall i have to say is # wrong,CO,D
1551,11864,# debatenight . is braggadocious a word ? # debatenight lester needs to take better control. # debatenight trump keeps sniffing ... . is he getting sick ? # debatenight is lester hold mia ? c'mon lester . speak up ! # debatenight `` someone sitting on their bed who weighs 400 pounds ? '' are you kidding me ? # debate night lester holt needs to take control ! ! ! ! ! # debatenight `` i have a much better temperament ! '' can i come too ? i have agreed with every one of 's tweets ! can i come too ? i have agreed with every one of 's tweets ! # debatenight `` i have a much better temperament ! `` # debatenight `` someone sitting on their bed who weighs 400 pounds ? '' are you kidding me ? # debatenight is lester hold mia ? c'mon lester . speak up ! # debatenight . is braggadocious a word ? i just told who i think is winning . cast your vote now ! # debates # nbc4dc,CT,D
1554,11884,"she hid it best . so abolishing the 2nd amendment in violation go the 5th and 14th . # debatetalking about himself again . # debates so abolishing the 2nd amendment in violation go the 5th and 14th . # debatewe need law and order in our inner cities to protect trump properties . # debateyup they have had them for over sixty years . # debate madison most of all . that whole checks and balance things.trump is duterte deranged.extreme vetting lost any pretense of being `` neutral '' vis-a-vis a constitutional challenge , if ever enacted . # debates2016no that is what lincoln did . they have had them for over sixty years . # debategeorge w. bush was president the whole time hillary was in the senate . # debateno that is what lincoln did . that whole checks and balance things.fun fact : the supreme court also interprets statutes . # debatenighthe 's fiddling with his mic . # debatenightthe supreme court struck down some chicago gun regulations in 2010 . # debatenightas trump just described late-term abortions . that does not happen . # debatenighthillary is absolutely correct about the heart wrenching decisions in late term pregnancies , where abortions are suggested . # debatenightthat vote was for strategic fencing , not a southern border wall . # debateis putin planning to immigrate to the u.s. ? # debatenighttrump is a proponent of tuition ? # debateis trump famiiiar with what is going on in the philippines ? # debatei thought the economy was his strong suit in the polls , why did he just cede his time for other stuff ? # debateexcept for ceding economic time to talk about nuclear proliferation . # debatenight that does not happen . # debatenighthillary is absolutely correct about the heart wrenching decisions in late term pregnancies , where abortions are suggested . # debatenightthat vote was for strategic fencing , not a southern border wall . # debateis putin planning to immigrate to the u.s. ? # debatenighttrump is a proponent of tuition ? # debateis trump famiiiar with what is going on in the philippines ? # debatei thought the economy was his strong suit in the polls , why did he just cede his time for other stuff ? # debateexcept for ceding economic time to talk about nuclear proliferation . # debatenight he paid no taxes for years . # vpdebatepence does not seem to know what implicit bias is . # vpdebatedoes n't trump say he predicted it after every national and international tragedy before offering prayers . # vpdebatedonald trump said that we should have pulled out prior to 2009 . # vpdebatedoes n't care . # vpdebatethere is a chapter of the putin fan club run out of trump tower . # vpdebatenone of those aggressions by russia took place while hillary was secretary of state . # vpdebategary johnson 's horribly named `` aleppo moment . '' american troops won no land in syria in iraqi freedom . # vpdebatestart was during the medvedev presidency . # vpdebateremember that google is helping hillary according to trump .",CT,D
1556,11925,wonderful to see these dummies acting so presidential . # debatenight # imvotingforme if you 're asking for the tax returns from trump then produce the e-mails and let the people decide . # clownage # debatenightlester holt has lost complete control of this debate . both of these candidates make me sick . lol . the chemo has n't started yet . neither one has convinced me they are qualified to be potus . # bedtimeforal lol . the chemo has n't started yet . neither one has convinced me they are qualified to be potus . # bedtimeforallester holt has lost complete control of this debate . both of these candidates make me sick . if you 're asking for the tax returns from trump then produce the e-mails and let the people decide . # clownage # debatenightwonderful to see these dummies acting so presidential . # debatenight # imvotingforme quijano has done a better job moderating than lester holt did in the first 15 mins . # vpdebateway to go # elainequijano that 's how you moderate a debate . # donttalkoveroneanother # vpdebate she 's been outstanding . i actually care to watch . instead of the two clowns last week .,NJ,R
1558,11937,unmasked event with dan mears aka,KS,R
1561,11993,"phillies blunts # millennialsportsteamsrt : # debatenight yeah , i used steel from china . why did n't you stop me ? i 'm donald trump ... i 'm 5 and i 'm running for preside…phillies blunts # millennialsportsteamsrt : # debatenight yeah , i used steel from china . why did n't you stop me ? i 'm donald trump ... i 'm 5 and i 'm running for preside…",NJ,D
1562,11997,let 's look at the facts ! # debate2016donald lives in his own reality ! # debates2016rt : tone matters . his is bad . hers is confident and upbeat.rt : presidential debate update - donald trump vows to release his tax returns right after hillary makes wine out of water ... rt : `` there should n't be a profit system in filling our prisons with young people . '' - hillary # debatenightrt : this has become a battle of complete sentences . clinton : 1023 trump : 2 # debatenight # debates he is clueless ! ! ! ! ! ! ! 😶trump waits for hillary to answer the questions and then he agrees with her because he has no clue ! ! ! # debates2016rt : donald . dominating . demeaning . dogmatic . dangerous . # debates2016rt : donald . dominating . demeaning . dogmatic . dangerous . # debates2016trump waits for hillary to answer the questions and then he agrees with her because he has no clue ! ! ! # debates2016 he is clueless ! ! ! ! ! ! ! 😶rt : this has become a battle of complete sentences . clinton : 1023 trump : 2 # debatenight # debatesrt : `` there should n't be a profit system in filling our prisons with young people . '' - hillary # debatenightrt : presidential debate update - donald trump vows to release his tax returns right after hillary makes wine out of water ... rt : tone matters . his is bad . hers is confident and upbeat.donald lives in his own reality ! # debates2016let 's look at the facts ! # debate2016how stupid is our country ! ! ! 🙊🙈 # debates trump is nuts ! ! ! for president ! ! ! ! ! ! ! # debates for president ! ! ! ! ! ! ! # debateshow stupid is our country ! ! ! 🙊🙈 # debates trump is nuts ! ! ! tim kaine just shut pence mouth wide open ! ! ! 😶 # vpdebate i ca n't help it ! ! world on fire ! ! ! lolthat is president barack obama to you pence ! # vpdebate,CT,D
1564,12033,"systemic liar # debatenightsystemic liar # debatesrt : hilary trying super hard for the black votes now 😂 # debatesrt _gimps : not systemic racism hillary . blacks live in higher populated areas and commit more violent crime . leads to higher policed ar…rt : first it was `` assault weapons '' now it 's `` military-style weapons '' these terms do n't mean anything # pcideb # debatesrt : hillary just called all americans racists , y'all . # debatesrt : black politicians paint a negative picture all the time , hillary ! # debates # debates2016 # debatesseriously , can she more of a bi* # % ? no wonder bill looks elsewhereseriously , can she more of a bi* # % ? no wonder bill looks elsewherert : black politicians paint a negative picture all the time , hillary ! # debates # debates2016 # debatesrt : hillary just called all americans racists , y'all . # debatesrt : first it was `` assault weapons '' now it 's `` military-style weapons '' these terms do n't mean anything # pcideb # debatesrt _gimps : not systemic racism hillary . blacks live in higher populated areas and commit more violent crime . leads to higher policed ar…rt : hilary trying super hard for the black votes now 😂 # debatessystemic liar # debatessystemic liar # debatenightyep , is right `` yak , yak , yak '' # debatert : something tells me the # debate ai n't going that well for her : l also trump : lets build a wall n make mexico pay ! kick out all muslims ! bomb the hell outta isis ! …rt : think she 'll say benghazi ? ? # debate # debatenight # debate2016rt : . : `` she got caught in a lie and now she 's blaming abraham lincoln '' # debateahh , how sweet , she is playing the grandmother card yet tells secret service people to fu % * off # debate too bad , the clinton foundation has a lot more moneystealing from the american public is appropriate behavior # debate what a joke she is.rt _southern : cooper already showing his bias by saying trumps actions were `` sexual assault '' # debatethe media sucks # debatetake that , she is disgusting # debatert : trump thank you for calling hillary out . thank you # debatethe conclusion is will make america great again , she is a liar and thief # debate will you apologize for getting americans killed ? # debate is rocking it tonight ! # debateyes , yes , yes # debatei love # debate and it 's the truth ! rt : everything he said is true # debatert : hrc : fat checking lol # debateyes , yes and yes # debatefinally middle america has a voice # debatert _leigh : cause you would be in jail # boom # debatert : go trump ! that was awesome ! # debatert : holy shit trump ! ! hillary for jail ! ! ! # debatesmug look on her face , she is freaking out ! # debatert : anderson cooper is getting his panties in a wad # debatert : omg trump is smashing hillary , she no answers for 30000 deleted emails # debate seriously look at not using it for rape thought yes , she should be in jail.hillary is a liar and thief , just ask the haitians # debate is on point , listen people he is right # debate bs , she walk towards him . get you head out of the sand . study issuesyes , we all got grubberedwe did get grubered # debatert : trump wins islamphobia question . # debatert : if i had a dollar for every time hillary says she `` cares '' about america but proves wrong , i 'd be a millionaire # debatert : he 's about to make hillary have a heart attack # debatert : they are coming from syria , yet we do n't know where they come from ? ? ? # debatert : obamacare you have to pass it to see what 's in it '' ... ..nancy pelosi . lifelong politician net worth 58 million # debate…extreme vetting is a great idea , you are dangerous hillary # debatert : this refugee answer is disastrous for clinton . # 1210debate # debatert : moderator asks hillary why is she taking the risk of bringing refugees here from syria . that is damning enough to hill…rt : but you want open boarders ? # debateopen boarders do not work # debatert _copenheaver : now clinton is beginning to make herself look bad ... her interventionist policies have caused unprecedented damage overs…rt : i love that trump is n't taking any shit from everyone trying to shut him down . # debatert : # debate holy shit . fucking paid speeches question . good on the moderators.hillary has no answer for being a two faced traitor # debatehillary is in the trash now , she is desperate # debatert : it 's not russians ! shut the fuck up ! # debatert : sounds like just confirmed that one of the emails is authentic . attacks russia for trying to ele…rt : she is blaming lincoln for taking bribes ? and lying about benghazi ? she 's totally delusional . # debatert : `` hillary you said politicians should be two-faced ... '' '' putin '' # debatert : federal debt now at $ 19,643,209,510,533 . an increase of $ 29 million since the debate started . # debates # debate # debate # debatenight # debate2016rt : trump : hilary is all talk also trump : lets build a wall n make mexico pay ! kick out all muslims ! bomb the hell outta isis ! …rt : hillary just got owned # debate the system is corrupt and broken by both side and pay for play must end.ask her about the haitian 's , saudi # debatert : pivot pivot # debate # debatesrt : something tells me the # debate ai n't going that well for her : l `` putin '' # debatert : she is blaming lincoln for taking bribes ? and lying about benghazi ? she 's totally delusional . # debatert : sounds like just confirmed that one of the emails is authentic . attacks russia for trying to ele…rt : it 's not russians ! shut the fuck up ! # debatehillary is in the trash now , she is desperate # debatehillary has no answer for being a two faced traitor # debatert : # debate holy shit . fucking paid speeches question . good on the moderators.rt : i love that trump is n't taking any shit from everyone trying to shut him down . # debatert _copenheaver : now clinton is beginning to make herself look bad ... her interventionist policies have caused unprecedented damage overs…open boarders do not work # debatert : but you want open boarders ? # debatert : moderator asks hillary why is she taking the risk of bringing refugees here from syria . that is damning enough to hill…rt : this refugee answer is disastrous for clinton . # 1210debate # debateextreme vetting is a great idea , you are dangerous hillary # debatert : obamacare you have to pass it to see what 's in it '' ... ..nancy pelosi . lifelong politician net worth 58 million # debate…rt : they are coming from syria , yet we do n't know where they come from ? ? ? # debatert : he 's about to make hillary have a heart attack # debatert : if i had a dollar for every time hillary says she `` cares '' about america but proves wrong , i 'd be a millionaire # debatert : trump wins islamphobia question . # debatewe did get grubered # debateyes , we all got grubbered bs , she walk towards him . get you head out of the sand . study issues is on point , listen people he is right # debatehillary is a liar and thief , just ask the haitians # debate yes , she should be in jail . not using it for rape thought seriously look at : omg trump is smashing hillary , she no answers for 30000 deleted emails # debatert : anderson cooper is getting his panties in a wad # debatesmug look on her face , she is freaking out ! # debatert : holy shit trump ! ! hillary for jail ! ! ! # debatert : go trump ! that was awesome ! # debatert _leigh : cause you would be in jail # boom # debatefinally middle america has a voice # debateyes , yes and yes # debate and it 's the truth ! i love # debateyes , yes , yes # debate is rocking it tonight ! # debate will you apologize for getting americans killed ? # debatethe conclusion is will make america great again , she is a liar and thief # debatert : trump thank you for calling hillary out . thank you # debatetake that , she is disgusting # debatethe media sucks # debatert _southern : cooper already showing his bias by saying trumps actions were `` sexual assault '' # debatestealing from the american public is appropriate behavior # debate what a joke she is.rt : hillary clinton wants to create the most liberal supreme court in history # debate # draintheswamp # bigleaguetruthrt : # vpdebate2016 # vpdebate # vpdebate look at kaines crooked smilert : pence is actually debating . kane is stream of hillary clinton ads pieced together made to look like debating . # vpdebatert _runner88 : o lord ! who 'd you rather have as president if god forbid something should happen ? # vpdebate…rt : tim kaine was like `` ha , i m such a smart a*s ! i beat you at the word game ! '' # vpdebatert : pence : did you work on that one a long time ? # vpdebatert : there’s no doubt obama-clinton’s leadership has weakened america’s stance on the world stage . # trumppence16 will put # ameri…rt : kaine : `` defend trump wanting more nations to have the bomb . '' hey kaine , defend obama giving radical islamic american k…rt _berglund : ok twitter-verse : _quijano # vpdebate moderator is ... 1. part of hrc campaign 2. keeper of msm lib agenda 3. a # nev…rt : `` we stopped the iranian nuclear program . '' -- wow , someone write that one down for posterity and file it under `` g…rt : kaine keeps lying . typical democrat . elaine just sits there like a zombie . # vpdebatert : yeah tim , and hillary misplaced 6 billion while at the state department…great record . # vpdebatert : no tim , hillary actually wants to increase syrian refugee population into the united states by 550 % # vpdebatert : join me now for an all new # theprofit use # theprofit to tweet with mert : moderator is appallingly bad . every time pence mentioned clinton foundation or private email server , she interrupted him.rt : kaine keeps having to talk about all the investigations into his running mate . # vpdebatert _gop : this is why picked . he can defend the email scandal , failed policy , and the foundation with a smile.…rt : what bias ? vp debate moderator cuts off mike pence talking about hillary’s homebrew server the clinton foundation took tens of millions in illegal to use 4 campaign funds over 50 % of secretary of state mee…rt : did kaine not see the dc leaked emails on killary selling our uranium ? # ... # vpdebatesrt : kaine thinks terrorism is less of a threat now ? does he live in reality ? i 'm baffled ! this is insane ! isis is committin…rt : agree that kaine is shooting himself in the foot with all these interruptions . moderator : ok moving onrt : just found this photo of tim kaine # vpdebate # vpdebatert : breaking= & gt ; here it is… guccifer 2.0 releases clinton foundation docs ! – dems funneled tarp funds to their pacs ! `` their brin…rt : kaine shouts 90 % - pure liert _rn : kaine is a terrible catholic . period . he brings the catholic church shame . # vpdebatert : so why did hillary write in her book that tim kaine would be the worst choice for vp , and yet they talked her into choosing…rt : would n't it be nice if a cbs moderator asked democrats to defend any of their policies ? # vpdebatert : totally ... # vpdebate # neverhillary # crookedhillary # trumppence16 # trumptrain # maga",CO,R
1567,12045,"trump : my dad gave me a `` small loan '' . it was 14 million dollars people . that ai n't small . # debatestrump is such a disrespectful loudmouthed thug . # trump # losertrumptrump says proudly that he did n't pay federal taxes , because he 's `` smart '' . such a patriot . loves america , gon na make it great again . # trumptrump says proudly that he did n't pay federal taxes , because he 's `` smart '' . such a patriot . loves america , gon na make it great again . # trumptrump is such a disrespectful loudmouthed thug . # trump # losertrump '' how stupid is our country '' . donald trump # debatenight big league ! ! ! # debatenight `` excuse me ! ! '' what a piece of shit he is. # debatenight big league ! ! ! # debatenight `` excuse me ! ! '' what a piece of shit he is .",NM,D
1568,12058,rt : we are all this bald gentleman . # debate # debate,NJ,D
1575,12109,,NJ,D
1581,12179,"rt : hasta el momento , minuto 15 , es el debate mas serio con los candidatos hablando de la corte suprema , uso de armas y abo…rt : finally , a question about immigration ... finalmente una pregunta sobre migracion ... rt _dc : trump on # immigration : we have some bad hombres # debatenight : wonder if trump would want the government making reproductive choices for his own daughters ? # debatenightrt : 5 mm u.s. citizen children have at least one parent that is undocumented . imagine 5 million children in the foster care…rt : is `` bigly '' a word ? no , its not . that should be disqualifying itself ! # wrong . lolrt : it is impossible to debate a five year old hopped up on sugar.rt : hasta el momento , minuto 15 , es el debate mas serio con los candidatos hablando de la corte suprema , uso de armas y abo…rt : finally , a question about immigration ... finalmente una pregunta sobre migracion ... rt _dc : trump on # immigration : we have some bad hombres # debatenight : wonder if trump would want the government making reproductive choices for his own daughters ? # debatenightrt : 5 mm u.s. citizen children have at least one parent that is undocumented . imagine 5 million children in the foster care…rt : is `` bigly '' a word ? no , its not . that should be disqualifying itself ! # wrong . lolrt : it is impossible to debate a five year old hopped up on sugar .",CT,D
1583,12201,my boy is glued to the tv what has my daddy done to my boy ... . any idea u come up 📦📝🔨🎨with she 's got it covered w ... any idea u come up 📦📝🔨🎨with she 's got it covered w ...,KY,D
1586,12291,"why is sniffling ? how can we trust him as president with these sniffles ? # debates201626 minutes in and it 's completely off the rails . incredible . # debates2016which candidate is going to promise no homework and soda machines in the cafeteria first ? # debates2016rt : general macarthur would have probably been very confused by a website , no matter what plan was on it.😂😂😂",NJ,D
1587,12307,its about time hicksy wakes up ! ! m its about time hicksy wakes up ! ! m,CT,R
1589,12330,"rt __baby : desiigner just too retarded for me , i ca n't dealrt : i just wan na be as happy as desiigner.i missed atlanta messing around wit these awards 🙄",NJ,D
1590,12331,rt : vermont combined sunset and moonrise,ME,R
1591,12336,"rt : holy shit , trump 's twitterfeed is deleting tweets in real time during this debate so he does n't look like he 's contradi… they did . curtis & amp ; kuby ! but you are r right . talk radio or fox news big dawg is thinking , he does n't want to piss off hill , she 'll hit him with an ash tray ! he 's got ta learn to hold the mic we are not far off from this turning into the jerry springer show _ agreed how long until they choke each other and the audience chants `` jerry , jerry ! '' ha ! the next reality show should be `` don & amp ; hill '' they should make them live together for a month . i 'd watch it . big dawg is thinking , he does n't want to piss off hill , she 'll hit him with an ash tray ! they did . curtis & amp ; kuby ! but you are r right . talk radio or fox news ha ! the next reality show should be `` don & amp ; hill '' they should make them live together for a month . i 'd watch it . how long until they choke each other and the audience chants `` jerry , jerry ! '' _ agreed we are not far off from this turning into the jerry springer show he 's got ta learn to hold the mic",NJ,D
1593,12342,eta hung the debate at think tank . includes a kitten therapy area for when you need a break ... .eta hung the debate at think tank . includes a kitten therapy area for when you need a break ... .,ME,D
1602,12427,# dailyqotd # stress # postivevibes ❤️🏌️‍♀️,KS,R
1603,12435,"_explicator challenges of grading gets in the way of good assessment imho . we can talk more when hilary and donald are n't ! # nyedchat.i think i could teach a lesson on pronouns and vaguery from trump 's opening response . # debatetonightrt : `` our jobs are fleeing the country '' -- donald trump . some jobs have fled . but also true that 9 million jobs created under oba…rt : clinton just got in her first rattle-trump reference to his business success perhaps not being all that impressive . . .rt : . i would appreciate a `` small loan '' of 14 million . any ideas ? # debatesrt : . if hillary was sniffing like that they’d have a million conspiracy theories ! rt : hillary has plans and donald has generalities and inaccurate `` facts . '' # debates2016rt : follow for live fact checking ! your business is not the presidency . it is not `` for the people…rt : live fact-check : trump is correct that he settled the lawsuit without admitting guilt . your business is not the presidency . it is not `` for the people…rt : how dare trump express concerns about african americans when his birther efforts attempted to delegitimize . what…rt : clinton : `` i prepared to be president . and i think that 's a good thing . '' # debatesrt : trump is wrong . under , murder has continued to fall in nyc",CT,D
1605,12448,yeah would have built a firewall around that server # pleasetipyourserver yeah would have built a firewall around that server # pleasetipyourserver,NC,R
